product_id,product_name,category,brand,unit_price,cost_price,is_active,created_date
PROD00207,BrightKart Resistance Band,Sports,BrightKart,404.18,252.58,true,2022-03-28
PROD00208,CoreMax Dumbbell,Sports,CoreMax,185.01,114.53,true,2023-05-06
PROD00209,AeroWave Resistance Band,Sports,AeroWave,8.38,5.02,true,2021-02-26
PROD00210,PeakFit Ball,Sports,PeakFit,73.61,58.25,true,2022-04-05
PROD00211,PeakFit Yoga Mat,Sports,PeakFit,279.83,176.35,true,2022-06-28
PROD00212,ZenStyle Dumbbell,Sports,ZenStyle,158.55,116.52,true,2022-08-25
PROD00213,GlowCare Resistance Band,Sports,GlowCare,260.8,179.08,true,2022-10-08
PROD00214,PrimeEdge Dumbbell,Sports,PrimeEdge,378.32,284.61,true,2024-05-10
PROD00215,AeroWave Ball,Sports,AeroWave,110.76,70.96,true,2022-11-10
PROD00216,PrimeEdge Bottle,Sports,PrimeEdge,312.75,184.69,false,2021-05-17
PROD00217,AeroWave Ball,Sports,AeroWave,97.36,70.74,false,2024-12-29
PROD00218,PeakFit Dumbbell,Sports,PeakFit,243.87,167.29,true,2021-06-12
PROD00219,PrimeEdge Yoga Mat,Sports,PrimeEdge,249.81,209.44,true,2023-10-14
PROD00220,ZenStyle Ball,Sports,ZenStyle,93.6,78.58,true,2022-08-12
PROD00221,HomeNest Resistance Band,Sports,HomeNest,113.99,66.94,false,2024-01-17
PROD00222,NovaTech Yoga Mat,Sports,NovaTech,112.63,97.78,true,2024-05-24
PROD00223,PrimeEdge Yoga Mat,Sports,PrimeEdge,343.6,198.05,true,2021-05-07
PROD00224,PrimeEdge Bottle,Sports,PrimeEdge,247.83,149.77,true,2022-06-21
PROD00225,PrimeEdge Bottle,Sports,PrimeEdge,279.47,221.94,true,2022-09-06
PROD00226,CoreMax Yoga Mat,Sports,CoreMax,456.53,271.93,true,2022-01-18
PROD00227,AeroWave Resistance Band,Sports,AeroWave,99.82,85.07,true,2024-01-26
PROD00228,AeroWave Dumbbell,Sports,AeroWave,164.18,102.04,true,2021-09-02
PROD00229,PrimeEdge Yoga Mat,Sports,PrimeEdge,24.65,19.21,true,2023-07-06
PROD00230,ZenStyle Yoga Mat,Sports,ZenStyle,380.68,249.38,true,2024-09-08
PROD00231,UrbanLine Resistance Band,Sports,UrbanLine,389.03,272.92,true,2021-08-19
PROD00232,UrbanLine Bottle,Sports,UrbanLine,83.66,55.69,true,2022-02-24
PROD00233,AeroWave Ball,Sports,AeroWave,487.4,293.59,false,2023-01-17
PROD00234,ZenStyle Dumbbell,Sports,ZenStyle,168.5,141.59,true,2024-04-09
PROD00235,PeakFit Dumbbell,Sports,PeakFit,216.45,127.68,true,2023-02-07
PROD00236,GlowCare Ball,Sports,GlowCare,259.93,181.42,true,2023-12-09
PROD00237,ZenStyle Dumbbell,Sports,ZenStyle,151.48,130.29,true,2024-12-28
PROD00238,UrbanLine Bottle,Sports,UrbanLine,232.5,199.12,false,2022-06-15
PROD00239,BrightKart Ball,Sports,BrightKart,242.21,177.14,true,2022-02-25
PROD00240,GlowCare Ball,Sports,GlowCare,401.39,264.84,true,2022-02-15
PROD00241,AeroWave Resistance Band,Sports,AeroWave,255.46,172.29,true,2024-04-27
PROD00242,CoreMax Dumbbell,Sports,CoreMax,383.74,221.96,true,2023-10-17
PROD00243,CoreMax Yoga Mat,Sports,CoreMax,245.11,157.18,true,2021-09-03
PROD00244,ZenStyle Dumbbell,Sports,ZenStyle,318.22,184.98,true,2022-03-03
PROD00245,GlowCare Yoga Mat,Sports,GlowCare,98.83,74.36,true,2021-01-26
PROD00246,PeakFit Yoga Mat,Sports,PeakFit,219.0,149.45,false,2023-05-03
PROD00247,CoreMax Dumbbell,Sports,CoreMax,248.7,148.17,true,2023-11-16
PROD00248,PeakFit Dumbbell,Sports,PeakFit,66.17,55.94,true,2021-10-18
PROD00249,GlowCare Yoga Mat,Sports,GlowCare,118.23,88.17,true,2022-10-14
PROD00250,ZenStyle Ball,Sports,ZenStyle,269.85,156.9,true,2021-07-20
PROD00251,PrimeEdge Bottle,Sports,PrimeEdge,133.5,109.21,true,2022-08-19
PROD00252,PrimeEdge Bottle,Sports,PrimeEdge,208.05,179.41,true,2023-11-13
PROD00253,PeakFit Dumbbell,Sports,PeakFit,104.5,86.12,true,2024-12-17
PROD00254,HomeNest Ball,Sports,HomeNest,425.57,256.3,true,2023-10-10
PROD00255,HomeNest Bottle,Sports,HomeNest,104.89,80.95,true,2022-12-01
PROD00256,PeakFit Ball,Sports,PeakFit,172.42,102.97,true,2023-10-17
PROD00257,HomeNest Dumbbell,Sports,HomeNest,412.14,276.91,true,2023-04-17
PROD00258,PeakFit Dumbbell,Sports,PeakFit,29.34,18.83,true,2021-11-16
PROD00259,PrimeEdge Resistance Band,Sports,PrimeEdge,178.43,128.44,true,2023-04-08
PROD00260,UrbanLine Yoga Mat,Sports,UrbanLine,171.34,118.69,true,2023-05-05
PROD00261,CoreMax Yoga Mat,Sports,CoreMax,55.32,45.39,true,2022-07-03
PROD00262,BrightKart Resistance Band,Sports,BrightKart,214.54,132.65,true,2024-09-29
PROD00263,PeakFit Resistance Band,Sports,PeakFit,307.42,249.3,true,2022-11-13
PROD00264,UrbanLine Yoga Mat,Sports,UrbanLine,99.73,75.75,false,2023-02-12
PROD00265,AeroWave Ball,Sports,AeroWave,16.05,12.98,false,2021-06-19
PROD00266,CoreMax Bottle,Sports,CoreMax,495.63,282.45,true,2022-12-31
PROD00267,GlowCare Ball,Sports,GlowCare,318.54,221.91,true,2022-08-27
PROD00268,NovaTech Dumbbell,Sports,NovaTech,118.44,90.21,true,2021-09-15
PROD00269,AeroWave Resistance Band,Sports,AeroWave,192.29,126.52,false,2021-01-04
PROD00270,AeroWave Resistance Band,Sports,AeroWave,46.38,34.76,true,2022-09-17
PROD00271,ZenStyle Bottle,Sports,ZenStyle,115.0,96.29,true,2022-10-14
PROD00272,PeakFit Bottle,Sports,PeakFit,315.01,212.48,true,2023-12-30
PROD00273,BrightKart Bottle,Sports,BrightKart,114.73,98.81,true,2024-06-04
PROD00274,GlowCare Yoga Mat,Sports,GlowCare,90.59,75.28,true,2022-08-25
PROD00275,HomeNest Yoga Mat,Sports,HomeNest,342.3,282.04,true,2024-12-10
PROD00276,ZenStyle Ball,Sports,ZenStyle,157.27,105.37,false,2022-03-16
PROD00277,ZenStyle Resistance Band,Sports,ZenStyle,332.72,269.16,true,2021-09-07
PROD00278,PeakFit Bottle,Sports,PeakFit,65.12,53.15,true,2021-01-04
PROD00279,HomeNest Ball,Sports,HomeNest,104.54,86.14,true,2023-08-31
PROD00280,HomeNest Dumbbell,Sports,HomeNest,499.06,292.52,true,2021-03-31
PROD00281,UrbanLine Bottle,Sports,UrbanLine,249.85,181.76,true,2021-04-11
PROD00282,HomeNest Resistance Band,Sports,HomeNest,80.78,52.55,false,2024-02-15
PROD00283,ZenStyle Ball,Sports,ZenStyle,362.37,281.71,true,2021-11-23
PROD00284,CoreMax Yoga Mat,Sports,CoreMax,157.98,105.73,true,2023-01-19
PROD00285,PeakFit Ball,Sports,PeakFit,513.17,290.96,true,2021-06-29
PROD00286,GlowCare Ball,Sports,GlowCare,397.97,241.03,true,2021-07-24
PROD00287,CoreMax Ball,Sports,CoreMax,158.74,107.27,false,2023-11-23
PROD00288,UrbanLine Ball,Sports,UrbanLine,457.44,274.02,false,2024-06-24
PROD00289,CoreMax Dumbbell,Sports,CoreMax,67.99,40.43,true,2022-04-27
PROD00290,NovaTech Dumbbell,Sports,NovaTech,161.02,126.46,false,2024-09-05
PROD00291,HomeNest Bottle,Sports,HomeNest,311.82,244.17,true,2024-02-29
PROD00292,PrimeEdge Yoga Mat,Sports,PrimeEdge,212.03,136.22,true,2021-04-14
PROD00293,PeakFit Dumbbell,Sports,PeakFit,120.85,90.86,true,2024-07-07
PROD00294,PrimeEdge Yoga Mat,Sports,PrimeEdge,311.07,195.34,true,2022-04-06
PROD00295,HomeNest Resistance Band,Sports,HomeNest,94.33,70.36,true,2021-01-08
PROD00296,ZenStyle Ball,Sports,ZenStyle,290.84,230.65,true,2023-09-11
PROD00297,PrimeEdge Dumbbell,Sports,PrimeEdge,389.05,222.34,true,2021-10-05
PROD00298,AeroWave Dumbbell,Sports,AeroWave,253.69,151.25,false,2023-06-04
PROD00299,NovaTech Yoga Mat,Sports,NovaTech,82.12,48.21,false,2023-10-28
PROD00300,ZenStyle Dumbbell,Sports,ZenStyle,414.79,230.74,true,2024-08-27
PROD00301,PeakFit Sneakers,Fashion,PeakFit,430.74,299.87,false,2024-04-08
PROD00302,AeroWave T-Shirt,Fashion,AeroWave,82.23,47.29,true,2021-06-24
PROD00303,ZenStyle Backpack,Fashion,ZenStyle,229.36,150.44,true,2023-05-23
PROD00304,NovaTech Sneakers,Fashion,NovaTech,481.52,279.71,true,2021-04-18
PROD00305,GlowCare Sneakers,Fashion,GlowCare,478.72,292.18,true,2023-06-16
PROD00306,UrbanLine T-Shirt,Fashion,UrbanLine,248.02,201.28,true,2023-03-08
PROD00307,ZenStyle Sneakers,Fashion,ZenStyle,132.37,113.53,true,2021-02-09
PROD00308,BrightKart Jacket,Fashion,BrightKart,311.65,226.37,true,2022-05-05
PROD00309,HomeNest Jacket,Fashion,HomeNest,284.9,166.86,true,2024-08-01
PROD00310,GlowCare Backpack,Fashion,GlowCare,335.29,241.57,true,2023-03-07
PROD00311,PeakFit T-Shirt,Fashion,PeakFit,56.19,36.61,true,2024-01-03
PROD00312,BrightKart Jeans,Fashion,BrightKart,105.93,62.14,true,2022-11-08
PROD00313,PeakFit T-Shirt,Fashion,PeakFit,269.11,180.75,true,2022-02-26
